t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1556558267,102,1.000000,0.035842,0.000000,0.185897,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.348746,0.413890,0.232641,0.098661,calls/second,milliseconds
1556558270,104,1.000000,0.033360,0.000000,0.179574,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.351975,0.428770,0.238712,0.101438,calls/second,milliseconds
1556558273,105,1.000000,0.032177,0.000000,0.176469,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.351783,0.428770,0.238712,0.101438,calls/second,milliseconds
1556558276,106,1.000000,0.031042,0.000000,0.173431,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.351592,0.426470,0.241378,0.103093,calls/second,milliseconds
1556558279,108,1.000000,0.028894,0.000000,0.167509,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.354707,0.426470,0.241378,0.103093,calls/second,milliseconds
1556558282,109,1.000000,0.027878,0.000000,0.164623,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.354497,0.424353,0.244000,0.104737,calls/second,milliseconds
1556558285,110,1.000000,0.026903,0.000000,0.161800,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.354291,0.422406,0.246579,0.106373,calls/second,milliseconds
1556558288,112,1.000000,0.025069,0.000000,0.156334,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.357280,0.422406,0.246579,0.106373,calls/second,milliseconds
1556558291,116,1.000000,0.021939,0.000000,0.146485,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.366532,0.452597,0.255726,0.110216,calls/second,milliseconds
1556558294,118,1.000000,0.020576,0.000000,0.141959,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.369341,0.452597,0.255726,0.110216,calls/second,milliseconds
1556558297,120,1.000000,0.019337,0.000000,0.137707,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.372119,0.480374,0.264722,0.114038,calls/second,milliseconds
